[   49582ms] [LOG] timer {timer: 1224, seconds: 44} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   49639ms] [LOG] timer {timer: 1224, seconds: 44} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   50044ms] [LOG] timer {timer: 1224, seconds: 44} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   50582ms] [LOG] timer {timer: 1224, seconds: 43} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   51582ms] [LOG] timer {timer: 1224, seconds: 42} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   51749ms] [LOG] timer {timer: 1224, seconds: 42} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   51776ms] [LOG] init Q @ https://lf-ucenter-web.yhgfb-cn-static.com/obj/passport-fe/ucenter_fe/@byted/x-uc-passport-second-verification-web/dist/932.7cd3e3de.chunk.js:0
[   52005ms] [LOG] timer {timer: 1224, seconds: 42} @ https://auth.zijieapi.com/ucenter_web/app/second_verification_web/dist/index.umd.production.js?aid=6383&verify_reason=ato_web&verify_scene=qr_connect:1
[   52706ms] [WARNING] eventName is null， please check @ https://lf-static.applogcdn.com/obj/applog-sdk-static/log-sdk/collect/5/collect.dy.js:0
[   52834ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   52834ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   53180ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
[   53206ms] [LOG] init slardar @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:21
[   53206ms] [LOG] init slardar success @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:101
[   53674ms] [WARNING] [SDK] 1775871433198        0 already inited @ https://lf3-short.ibytedapm.com/slardar/fe/sdk-web/browser.cn.js?bid=douyin_web&globalName=Slardar:0
[   54122ms] [LOG] Service worker registration success @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:948
[   54208ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/5498.378eb90d.js:1
[   56773ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/8552.263c2e3c.js:1
[   56774ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/8552.263c2e3c.js:1
[   56778ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/8552.263c2e3c.js:1
[   59029ms] [LOG] [ Federation Runtime ] Version 18.3.0-canary-587ae49d7-20230720 from @demo/douyin-web of shared singleton module react does not satisfy the requirement of @revenue-wallet-fe/recharge-web which needs ^18.3.1) @ https://lf3-webcast.bytetos.com/obj/webcast-new/recharge_web_vmok/vmok-remote-entry.9a192be8.js:3
[   59029ms] [LOG] [ Federation Runtime ] Version 18.3.0-canary-587ae49d7-20230720 from @demo/douyin-web of shared singleton module react-dom does not satisfy the requirement of @revenue-wallet-fe/recharge-web which needs ^18.3.1) @ https://lf3-webcast.bytetos.com/obj/webcast-new/recharge_web_vmok/vmok-remote-entry.9a192be8.js:3
[   59030ms] [WARNING] Cannot assign to read only property 'call' of object '#<Object>' @ https://lf3-webcast.bytetos.com/obj/webcast-new/recharge_web_vmok/static/js/async/__federation_expose_data.783d5811.js:1
[   59032ms] [LOG] getRechargePackages requestParams {path: /webcast/diamond/, queryParams: Object} @ https://lf3-webcast.bytetos.com/obj/webcast-new/recharge_web_vmok/static/js/async/__federation_expose_data.783d5811.js:1
[   59042ms] [WARNING] eventName is null， please check @ https://lf-static.applogcdn.com/obj/applog-sdk-static/log-sdk/collect/5/collect.dy.js:0
[   59201ms] [LOG] [prefetch] packageData [local]:  {packages: Array(7), extra: Object} @ https://lf3-webcast.bytetos.com/obj/webcast-new/recharge_web_vmok/static/js/async/__federation_expose_data.783d5811.js:1
[   59346ms] [LOG] [dynamicRemotesFromSnapshot]: Module @pc-im/im not found @ https://lf3-social.iesdouyin.com/obj/douyin-social-cdn/pcim/vmok-remote-entry.de86d761.js:1
[   59484ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   59484ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   59524ms] [ERROR] The Content Security Policy directive 'upgrade-insecure-requests' is ignored when delivered in a report-only policy. @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/81708.18085ed3.js:1
[   59594ms] [ERROR] Failed to launch 'bitbrowser://cc/' because the scheme does not have a registered handler. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
[   60375ms] [ERROR] Access to XMLHttpRequest at 'https://imapi.douyin.com/v1/stranger/get_conversation_list' from origin 'https://www.douyin.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
[   60376ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://imapi.douyin.com/v1/stranger/get_conversation_list:0
[   60458ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   60458ms] [WARNING] %c[xgplayer] color: #525252; background-color: yellow;  warn>>icons.[object Object] in config of plugin named [texttrack] is invalid @ https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/async/60319.337372b5.js:0
[   67219ms] [WARNING] The resource https://lf3-social.iesdouyin.com/obj/douyin-social-cdn/pcim/static/js/async/497.64800e07.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
[   67219ms] [WARNING] The resource https://lf3-social.iesdouyin.com/obj/douyin-social-cdn/pcim/static/js/async/387.7f88e370.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
[   67219ms] [WARNING] The resource https://lf3-social.iesdouyin.com/obj/douyin-social-cdn/pcim/static/js/lib-polyfill.bad66e44.js was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.douyin.com/user/MS4wLjABAAAAnNsEPURaBi3tyKZVPsVFONlNEv38ESl4YkPEa9BhJwvaeUKZ0HTuoXOpYptTUnnl:0
